week,agegroup,dose,n,UF
2021-07-17,6,D2,2820,SE
2021-07-17,7,D2,1603,SE
2021-07-17,8,D2,12021,SE
2021-07-17,9,D2,445,SE
2021-07-17,10,D2,124,SE
2021-07-17,11,D2,13,SE
2021-07-17,2,D1,0,SE
2021-07-17,3,D1,11,SE
2021-07-17,4,D1,1158,SE
2021-07-17,5,D1,17532,SE
2021-07-17,6,D1,8242,SE
2021-07-17,7,D1,917,SE
2021-07-17,8,D1,-11453,SE
2021-07-17,9,D1,-377,SE
2021-07-17,10,D1,-107,SE
2021-07-17,11,D1,-9,SE
2021-07-24,2,Dcum,0,SE
2021-07-24,3,Dcum,1,SE
2021-07-24,4,Dcum,1735,SE
2021-07-24,5,Dcum,15177,SE
2021-07-24,6,Dcum,18393,SE
2021-07-24,7,Dcum,4099,SE
2021-07-24,8,Dcum,285,SE
2021-07-24,9,Dcum,44,SE
2021-07-24,10,Dcum,11,SE
2021-07-24,11,Dcum,1,SE
2021-07-24,2,D2cum,4,SE
2021-07-24,3,D2cum,25,SE
2021-07-24,4,D2cum,16948,SE
2021-07-24,5,D2cum,24405,SE
2021-07-24,6,D2cum,27053,SE
2021-07-24,7,D2cum,14073,SE
2021-07-24,8,D2cum,95077,SE
2021-07-24,9,D2cum,59657,SE
2021-07-24,10,D2cum,23304,SE
2021-07-24,11,D2cum,5867,SE
2021-07-24,2,D1cum,28,SE
2021-07-24,3,D1cum,165,SE
2021-07-24,4,D1cum,51835,SE
2021-07-24,5,D1cum,164708,SE
2021-07-24,6,D1cum,215812,SE
2021-07-24,7,D1cum,204011,SE
2021-07-24,8,D1cum,49727,SE
2021-07-24,9,D1cum,7895,SE
2021-07-24,10,D1cum,4116,SE
2021-07-24,11,D1cum,856,SE
2021-07-24,2,D,0,SE
2021-07-24,3,D,0,SE
2021-07-24,4,D,15,SE
2021-07-24,5,D,66,SE
2021-07-24,6,D,53,SE
2021-07-24,7,D,9,SE
2021-07-24,8,D,2,SE
2021-07-24,9,D,1,SE
2021-07-24,10,D,0,SE
2021-07-24,11,D,0,SE
2021-07-24,2,D2,0,SE
2021-07-24,3,D2,0,SE
2021-07-24,4,D2,1305,SE
2021-07-24,5,D2,2372,SE
2021-07-24,6,D2,6699,SE
2021-07-24,7,D2,2593,SE
2021-07-24,8,D2,17194,SE
2021-07-24,9,D2,489,SE
2021-07-24,10,D2,117,SE
2021-07-24,11,D2,16,SE
2021-07-24,2,D1,1,SE
2021-07-24,3,D1,7,SE
2021-07-24,4,D1,2132,SE
2021-07-24,5,D1,40286,SE
2021-07-24,6,D1,5501,SE
2021-07-24,7,D1,372,SE
2021-07-24,8,D1,-16402,SE
2021-07-24,9,D1,-408,SE
2021-07-24,10,D1,-83,SE
2021-07-24,11,D1,-15,SE
2021-07-31,2,Dcum,1,SE
2021-07-31,3,Dcum,1,SE
2021-07-31,4,Dcum,1735,SE
2021-07-31,5,Dcum,15188,SE
2021-07-31,6,Dcum,18397,SE
2021-07-31,7,Dcum,4102,SE
2021-07-31,8,Dcum,285,SE
2021-07-31,9,Dcum,44,SE
2021-07-31,10,Dcum,11,SE
2021-07-31,11,Dcum,1,SE
2021-07-31,2,D2cum,4,SE
2021-07-31,3,D2cum,30,SE
2021-07-31,4,D2cum,19690,SE
2021-07-31,5,D2cum,27343,SE
2021-07-31,6,D2cum,32812,SE
2021-07-31,7,D2cum,17543,SE
2021-07-31,8,D2cum,108678,SE
2021-07-31,9,D2cum,60024,SE
2021-07-31,10,D2cum,23382,SE
2021-07-31,11,D2cum,5873,SE
2021-07-31,2,D1cum,28,SE
2021-07-31,3,D1cum,170,SE
2021-07-31,4,D1cum,62846,SE
2021-07-31,5,D1cum,191458,SE
2021-07-31,6,D1cum,216272,SE
2021-07-31,7,D1cum,202317,SE
2021-07-31,8,D1cum,36643,SE
2021-07-31,9,D1cum,7590,SE
2021-07-31,10,D1cum,4059,SE
2021-07-31,11,D1cum,853,SE
2021-07-31,2,D,1,SE
2021-07-31,3,D,0,SE
2021-07-31,4,D,0,SE
2021-07-31,5,D,11,SE
2021-07-31,6,D,4,SE
2021-07-31,7,D,3,SE
2021-07-31,8,D,0,SE
2021-07-31,9,D,0,SE
2021-07-31,10,D,0,SE
2021-07-31,11,D,0,SE
2021-07-31,2,D2,0,SE
2021-07-31,3,D2,5,SE
2021-07-31,4,D2,2742,SE
2021-07-31,5,D2,2938,SE
2021-07-31,6,D2,5759,SE
2021-07-31,7,D2,3470,SE
2021-07-31,8,D2,13601,SE
2021-07-31,9,D2,367,SE
2021-07-31,10,D2,78,SE
2021-07-31,11,D2,6,SE
2021-07-31,2,D1,0,SE
2021-07-31,3,D1,5,SE
2021-07-31,4,D1,11011,SE
2021-07-31,5,D1,26750,SE
2021-07-31,6,D1,460,SE
2021-07-31,7,D1,-1694,SE
2021-07-31,8,D1,-13084,SE
2021-07-31,9,D1,-305,SE
2021-07-31,10,D1,-57,SE
2021-07-31,11,D1,-3,SE
2021-08-07,2,Dcum,1,SE
2021-08-07,3,Dcum,1,SE
2021-08-07,4,Dcum,1741,SE
2021-08-07,5,Dcum,15204,SE
2021-08-07,6,Dcum,18406,SE
2021-08-07,7,Dcum,4105,SE
2021-08-07,8,Dcum,285,SE
2021-08-07,9,Dcum,44,SE
2021-08-07,10,Dcum,11,SE
2021-08-07,11,Dcum,1,SE
2021-08-07,2,D2cum,5,SE
2021-08-07,3,D2cum,34,SE
2021-08-07,4,D2cum,22142,SE
2021-08-07,5,D2cum,30846,SE
2021-08-07,6,D2cum,38919,SE
2021-08-07,7,D2cum,28656,SE
2021-08-07,8,D2cum,114665,SE
2021-08-07,9,D2cum,60303,SE
2021-08-07,10,D2cum,23445,SE
2021-08-07,11,D2cum,5881,SE
2021-08-07,2,D1cum,28,SE
2021-08-07,3,D1cum,182,SE
2021-08-07,4,D1cum,93615,SE
2021-08-07,5,D1cum,221122,SE
2021-08-07,6,D1cum,215800,SE
2021-08-07,7,D1cum,193305,SE
2021-08-07,8,D1cum,31130,SE
2021-08-07,9,D1cum,7379,SE
2021-08-07,10,D1cum,4009,SE
2021-08-07,11,D1cum,847,SE
2021-08-07,2,D,0,SE
2021-08-07,3,D,0,SE
2021-08-07,4,D,6,SE
2021-08-07,5,D,16,SE
2021-08-07,6,D,9,SE
2021-08-07,7,D,3,SE
2021-08-07,8,D,0,SE
2021-08-07,9,D,0,SE
2021-08-07,10,D,0,SE
2021-08-07,11,D,0,SE
2021-08-07,2,D2,1,SE
2021-08-07,3,D2,4,SE
2021-08-07,4,D2,2452,SE
2021-08-07,5,D2,3503,SE
2021-08-07,6,D2,6107,SE
2021-08-07,7,D2,11113,SE
2021-08-07,8,D2,5987,SE
2021-08-07,9,D2,279,SE
2021-08-07,10,D2,63,SE
2021-08-07,11,D2,8,SE
2021-08-07,2,D1,0,SE
2021-08-07,3,D1,12,SE
2021-08-07,4,D1,30769,SE
2021-08-07,5,D1,29664,SE
2021-08-07,6,D1,-472,SE
2021-08-07,7,D1,-9012,SE
2021-08-07,8,D1,-5513,SE
2021-08-07,9,D1,-211,SE
2021-08-07,10,D1,-50,SE
2021-08-07,11,D1,-6,SE
2021-08-14,2,Dcum,1,SE
2021-08-14,3,Dcum,1,SE
2021-08-14,4,Dcum,2702,SE
2021-08-14,5,Dcum,15241,SE
2021-08-14,6,Dcum,18429,SE
2021-08-14,7,Dcum,4113,SE
2021-08-14,8,Dcum,288,SE
2021-08-14,9,Dcum,46,SE
2021-08-14,10,Dcum,11,SE
2021-08-14,11,Dcum,1,SE
2021-08-14,2,D2cum,5,SE
2021-08-14,3,D2cum,35,SE
2021-08-14,4,D2cum,24797,SE
2021-08-14,5,D2cum,35681,SE
2021-08-14,6,D2cum,46665,SE
2021-08-14,7,D2cum,43142,SE
2021-08-14,8,D2cum,118487,SE
2021-08-14,9,D2cum,60513,SE
2021-08-14,10,D2cum,23506,SE
2021-08-14,11,D2cum,5887,SE
2021-08-14,2,D1cum,29,SE
2021-08-14,3,D1cum,270,SE
2021-08-14,4,D1cum,156173,SE
2021-08-14,5,D1cum,240834,SE
2021-08-14,6,D1cum,212801,SE
2021-08-14,7,D1cum,181203,SE
2021-08-14,8,D1cum,27778,SE
2021-08-14,9,D1cum,7253,SE
2021-08-14,10,D1cum,3969,SE
2021-08-14,11,D1cum,843,SE
2021-08-14,2,D,0,SE
2021-08-14,3,D,0,SE
2021-08-14,4,D,961,SE
2021-08-14,5,D,37,SE
2021-08-14,6,D,23,SE
2021-08-14,7,D,8,SE
2021-08-14,8,D,3,SE
2021-08-14,9,D,2,SE
2021-08-14,10,D,0,SE
2021-08-14,11,D,0,SE
2021-08-14,2,D2,0,SE
2021-08-14,3,D2,1,SE
2021-08-14,4,D2,2655,SE
2021-08-14,5,D2,4835,SE
2021-08-14,6,D2,7746,SE
2021-08-14,7,D2,14486,SE
2021-08-14,8,D2,3822,SE
2021-08-14,9,D2,210,SE
2021-08-14,10,D2,61,SE
2021-08-14,11,D2,6,SE
2021-08-14,2,D1,1,SE
2021-08-14,3,D1,88,SE
2021-08-14,4,D1,62558,SE
2021-08-14,5,D1,19712,SE
2021-08-14,6,D1,-2999,SE
2021-08-14,7,D1,-12102,SE
2021-08-14,8,D1,-3352,SE
2021-08-14,9,D1,-126,SE
2021-08-14,10,D1,-40,SE
2021-08-14,11,D1,-4,SE
2021-08-21,2,Dcum,1,SE
2021-08-21,3,Dcum,1,SE
2021-08-21,4,Dcum,2715,SE
2021-08-21,5,Dcum,15252,SE
2021-08-21,6,Dcum,18441,SE
2021-08-21,7,Dcum,4118,SE
2021-08-21,8,Dcum,289,SE
2021-08-21,9,Dcum,46,SE
2021-08-21,10,Dcum,11,SE
2021-08-21,11,Dcum,1,SE
2021-08-21,2,D2cum,5,SE
2021-08-21,3,D2cum,43,SE
2021-08-21,4,D2cum,29830,SE
2021-08-21,5,D2cum,45400,SE
2021-08-21,6,D2cum,60829,SE
2021-08-21,7,D2cum,59908,SE
2021-08-21,8,D2cum,121259,SE
2021-08-21,9,D2cum,60692,SE
2021-08-21,10,D2cum,23562,SE
2021-08-21,11,D2cum,5892,SE
2021-08-21,2,D1cum,30,SE
2021-08-21,3,D1cum,342,SE
2021-08-21,4,D1cum,252240,SE
2021-08-21,5,D1cum,243266,SE
2021-08-21,6,D1cum,202693,SE
2021-08-21,7,D1cum,168068,SE
2021-08-21,8,D1cum,25450,SE
2021-08-21,9,D1cum,7172,SE
2021-08-21,10,D1cum,3940,SE
2021-08-21,11,D1cum,845,SE
2021-08-21,2,D,0,SE
2021-08-21,3,D,0,SE
2021-08-21,4,D,13,SE
2021-08-21,5,D,11,SE
2021-08-21,6,D,12,SE
2021-08-21,7,D,5,SE
2021-08-21,8,D,1,SE
2021-08-21,9,D,0,SE
2021-08-21,10,D,0,SE
2021-08-21,11,D,0,SE
2021-08-21,2,D2,0,SE
2021-08-21,3,D2,8,SE
2021-08-21,4,D2,5033,SE
2021-08-21,5,D2,9719,SE
2021-08-21,6,D2,14164,SE
2021-08-21,7,D2,16766,SE
2021-08-21,8,D2,2772,SE
2021-08-21,9,D2,179,SE
2021-08-21,10,D2,56,SE
2021-08-21,11,D2,5,SE
2021-08-21,2,D1,1,SE
2021-08-21,3,D1,72,SE
2021-08-21,4,D1,96067,SE
2021-08-21,5,D1,2432,SE
2021-08-21,6,D1,-10108,SE
2021-08-21,7,D1,-13135,SE
2021-08-21,8,D1,-2328,SE
2021-08-21,9,D1,-81,SE
2021-08-21,10,D1,-29,SE
2021-08-21,11,D1,2,SE
2021-08-28,2,Dcum,1,SE
2021-08-28,3,Dcum,1,SE
2021-08-28,4,Dcum,2718,SE
2021-08-28,5,Dcum,15253,SE
2021-08-28,6,Dcum,18445,SE
2021-08-28,7,Dcum,4118,SE
2021-08-28,8,Dcum,289,SE
2021-08-28,9,Dcum,46,SE
2021-08-28,10,Dcum,11,SE
2021-08-28,11,Dcum,1,SE
2021-08-28,2,D2cum,5,SE
2021-08-28,3,D2cum,50,SE
2021-08-28,4,D2cum,38752,SE
2021-08-28,5,D2cum,61248,SE
2021-08-28,6,D2cum,74248,SE
2021-08-28,7,D2cum,74721,SE
2021-08-28,8,D2cum,124019,SE
2021-08-28,9,D2cum,60867,SE
2021-08-28,10,D2cum,23612,SE
2021-08-28,11,D2cum,5904,SE
2021-08-28,2,D1cum,30,SE
2021-08-28,3,D1cum,420,SE
2021-08-28,4,D1cum,307352,SE
2021-08-28,5,D1cum,245910,SE
2021-08-28,6,D1cum,202952,SE
2021-08-28,7,D1cum,157459,SE
2021-08-28,8,D1cum,23599,SE
2021-08-28,9,D1cum,7177,SE
2021-08-28,10,D1cum,3938,SE
2021-08-28,11,D1cum,838,SE
2021-08-28,2,D,0,SE
2021-08-28,3,D,0,SE
2021-08-28,4,D,3,SE
2021-08-28,5,D,1,SE
2021-08-28,6,D,4,SE
2021-08-28,7,D,0,SE
2021-08-28,8,D,0,SE
2021-08-28,9,D,0,SE
2021-08-28,10,D,0,SE
2021-08-28,11,D,0,SE
2021-08-28,2,D2,0,SE
2021-08-28,3,D2,7,SE
2021-08-28,4,D2,8922,SE
2021-08-28,5,D2,15848,SE
2021-08-28,6,D2,13419,SE
2021-08-28,7,D2,14813,SE
2021-08-28,8,D2,2760,SE
2021-08-28,9,D2,175,SE
2021-08-28,10,D2,50,SE
2021-08-28,11,D2,12,SE
2021-08-28,2,D1,0,SE
2021-08-28,3,D1,78,SE
2021-08-28,4,D1,55112,SE
2021-08-28,5,D1,2644,SE
2021-08-28,6,D1,259,SE
2021-08-28,7,D1,-10609,SE
2021-08-28,8,D1,-1851,SE
2021-08-28,9,D1,5,SE
2021-08-28,10,D1,-2,SE
2021-08-28,11,D1,-7,SE
2021-09-04,2,Dcum,1,SE
2021-09-04,3,Dcum,1,SE
2021-09-04,4,Dcum,2721,SE
2021-09-04,5,Dcum,15257,SE
2021-09-04,6,Dcum,18446,SE
2021-09-04,7,Dcum,4119,SE
2021-09-04,8,Dcum,290,SE
2021-09-04,9,Dcum,46,SE
2021-09-04,10,Dcum,11,SE
2021-09-04,11,Dcum,1,SE
2021-09-04,2,D2cum,5,SE
2021-09-04,3,D2cum,57,SE
2021-09-04,4,D2cum,49086,SE
2021-09-04,5,D2cum,80043,SE
2021-09-04,6,D2cum,88651,SE
2021-09-04,7,D2cum,106426,SE
2021-09-04,8,D2cum,126955,SE
2021-09-04,9,D2cum,61025,SE
2021-09-04,10,D2cum,23651,SE
2021-09-04,11,D2cum,5913,SE
2021-09-04,2,D1cum,30,SE
2021-09-04,3,D1cum,1112,SE
2021-09-04,4,D1cum,311194,SE
2021-09-04,5,D1cum,233303,SE
2021-09-04,6,D1cum,192373,SE
2021-09-04,7,D1cum,128225,SE
2021-09-04,8,D1cum,21202,SE
2021-09-04,9,D1cum,7150,SE
2021-09-04,10,D1cum,3934,SE
2021-09-04,11,D1cum,833,SE
2021-09-04,2,D,0,SE
2021-09-04,3,D,0,SE
2021-09-04,4,D,3,SE
2021-09-04,5,D,4,SE
2021-09-04,6,D,1,SE
2021-09-04,7,D,1,SE
2021-09-04,8,D,1,SE
2021-09-04,9,D,0,SE
2021-09-04,10,D,0,SE
2021-09-04,11,D,0,SE
2021-09-04,2,D2,0,SE
2021-09-04,3,D2,7,SE
2021-09-04,4,D2,10334,SE
2021-09-04,5,D2,18795,SE
2021-09-04,6,D2,14403,SE
2021-09-04,7,D2,31705,SE
2021-09-04,8,D2,2936,SE
2021-09-04,9,D2,158,SE
2021-09-04,10,D2,39,SE
2021-09-04,11,D2,9,SE
2021-09-04,2,D1,0,SE
2021-09-04,3,D1,692,SE
2021-09-04,4,D1,3842,SE
2021-09-04,5,D1,-12607,SE
2021-09-04,6,D1,-10579,SE
2021-09-04,7,D1,-29234,SE
2021-09-04,8,D1,-2397,SE
2021-09-04,9,D1,-27,SE
2021-09-04,10,D1,-4,SE
2021-09-04,11,D1,-5,SE
2021-09-11,2,Dcum,1,SE
2021-09-11,3,Dcum,2,SE
2021-09-11,4,Dcum,2725,SE
2021-09-11,5,Dcum,15260,SE
2021-09-11,6,Dcum,18449,SE
2021-09-11,7,Dcum,4121,SE
2021-09-11,8,Dcum,290,SE
2021-09-11,9,Dcum,46,SE
2021-09-11,10,Dcum,11,SE
2021-09-11,11,Dcum,1,SE
2021-09-11,2,D2cum,5,SE
2021-09-11,3,D2cum,72,SE
2021-09-11,4,D2cum,57312,SE
2021-09-11,5,D2cum,89594,SE
2021-09-11,6,D2cum,106227,SE
2021-09-11,7,D2cum,138274,SE
2021-09-11,8,D2cum,128862,SE
2021-09-11,9,D2cum,61152,SE
2021-09-11,10,D2cum,23684,SE
2021-09-11,11,D2cum,5921,SE
2021-09-11,2,D1cum,37,SE
2021-09-11,3,D1cum,17441,SE
2021-09-11,4,D1cum,309528,SE
2021-09-11,5,D1cum,226004,SE
2021-09-11,6,D1cum,176406,SE
2021-09-11,7,D1cum,97837,SE
2021-09-11,8,D1cum,19499,SE
2021-09-11,9,D1cum,7069,SE
2021-09-11,10,D1cum,3923,SE
2021-09-11,11,D1cum,830,SE
2021-09-11,2,D,0,SE
2021-09-11,3,D,1,SE
2021-09-11,4,D,4,SE
2021-09-11,5,D,3,SE
2021-09-11,6,D,3,SE
2021-09-11,7,D,2,SE
2021-09-11,8,D,0,SE
2021-09-11,9,D,0,SE
2021-09-11,10,D,0,SE
2021-09-11,11,D,0,SE
2021-09-11,2,D2,0,SE
2021-09-11,3,D2,15,SE
2021-09-11,4,D2,8226,SE
2021-09-11,5,D2,9551,SE
2021-09-11,6,D2,17576,SE
2021-09-11,7,D2,31848,SE
2021-09-11,8,D2,1907,SE
2021-09-11,9,D2,127,SE
2021-09-11,10,D2,33,SE
2021-09-11,11,D2,8,SE
2021-09-11,2,D1,7,SE
2021-09-11,3,D1,16329,SE
2021-09-11,4,D1,-1666,SE
2021-09-11,5,D1,-7299,SE
2021-09-11,6,D1,-15967,SE
2021-09-11,7,D1,-30388,SE
2021-09-11,8,D1,-1703,SE
2021-09-11,9,D1,-81,SE
2021-09-11,10,D1,-11,SE
2021-09-11,11,D1,-3,SE
2021-09-18,2,Dcum,1,SE
2021-09-18,3,Dcum,2,SE
2021-09-18,4,Dcum,2725,SE
2021-09-18,5,Dcum,15260,SE
2021-09-18,6,Dcum,18449,SE
2021-09-18,7,Dcum,4121,SE
2021-09-18,8,Dcum,290,SE
2021-09-18,9,Dcum,46,SE
2021-09-18,10,Dcum,11,SE
2021-09-18,11,Dcum,1,SE
2021-09-18,2,D2cum,5,SE
2021-09-18,3,D2cum,102,SE
2021-09-18,4,D2cum,69359,SE
2021-09-18,5,D2cum,99132,SE
2021-09-18,6,D2cum,145851,SE
2021-09-18,7,D2cum,174325,SE
2021-09-18,8,D2cum,130418,SE
2021-09-18,9,D2cum,61305,SE
2021-09-18,10,D2cum,23725,SE
2021-09-18,11,D2cum,5930,SE
2021-09-18,2,D1cum,68,SE
2021-09-18,3,D1cum,55419,SE
2021-09-18,4,D1cum,308083,SE
2021-09-18,5,D1cum,219781,SE
2021-09-18,6,D1cum,139920,SE
2021-09-18,7,D1cum,63766,SE
2021-09-18,8,D1cum,18271,SE
2021-09-18,9,D1cum,7050,SE
2021-09-18,10,D1cum,3911,SE
2021-09-18,11,D1cum,828,SE
2021-09-18,2,D,0,SE
2021-09-18,3,D,0,SE
2021-09-18,4,D,0,SE
2021-09-18,5,D,0,SE
2021-09-18,6,D,0,SE
2021-09-18,7,D,0,SE
2021-09-18,8,D,0,SE
2021-09-18,9,D,0,SE
2021-09-18,10,D,0,SE
2021-09-18,11,D,0,SE
2021-09-18,2,D2,0,SE
2021-09-18,3,D2,30,SE
2021-09-18,4,D2,12047,SE
2021-09-18,5,D2,9538,SE
2021-09-18,6,D2,39624,SE
2021-09-18,7,D2,36051,SE
2021-09-18,8,D2,1556,SE
2021-09-18,9,D2,153,SE
2021-09-18,10,D2,41,SE
2021-09-18,11,D2,9,SE
2021-09-18,2,D1,31,SE
2021-09-18,3,D1,37978,SE
2021-09-18,4,D1,-1445,SE
2021-09-18,5,D1,-6223,SE
2021-09-18,6,D1,-36486,SE
2021-09-18,7,D1,-34071,SE
2021-09-18,8,D1,-1228,SE
2021-09-18,9,D1,-19,SE
2021-09-18,10,D1,-12,SE
2021-09-18,11,D1,-2,SE
2021-09-25,2,Dcum,1,SE
2021-09-25,3,Dcum,2,SE
2021-09-25,4,Dcum,2726,SE
2021-09-25,5,Dcum,15263,SE
2021-09-25,6,Dcum,18450,SE
2021-09-25,7,Dcum,4121,SE
2021-09-25,8,Dcum,290,SE
2021-09-25,9,Dcum,46,SE
2021-09-25,10,Dcum,11,SE
2021-09-25,11,Dcum,1,SE
2021-09-25,2,D2cum,5,SE
2021-09-25,3,D2cum,120,SE
2021-09-25,4,D2cum,81384,SE
2021-09-25,5,D2cum,117572,SE
2021-09-25,6,D2cum,172335,SE
2021-09-25,7,D2cum,185769,SE
2021-09-25,8,D2cum,131392,SE
2021-09-25,9,D2cum,61431,SE
2021-09-25,10,D2cum,23763,SE
2021-09-25,11,D2cum,5933,SE
2021-09-25,2,D1cum,78,SE
2021-09-25,3,D1cum,86062,SE
2021-09-25,4,D1cum,304454,SE
2021-09-25,5,D1cum,205252,SE
2021-09-25,6,D1cum,116474,SE
2021-09-25,7,D1cum,53892,SE
2021-09-25,8,D1cum,17697,SE
2021-09-25,9,D1cum,7081,SE
2021-09-25,10,D1cum,3906,SE
2021-09-25,11,D1cum,827,SE
2021-09-25,2,D,0,SE
2021-09-25,3,D,0,SE
2021-09-25,4,D,1,SE
2021-09-25,5,D,3,SE
2021-09-25,6,D,1,SE
2021-09-25,7,D,0,SE
2021-09-25,8,D,0,SE
2021-09-25,9,D,0,SE
2021-09-25,10,D,0,SE
2021-09-25,11,D,0,SE
2021-09-25,2,D2,0,SE
2021-09-25,3,D2,18,SE
2021-09-25,4,D2,12025,SE
2021-09-25,5,D2,18440,SE
2021-09-25,6,D2,26484,SE
2021-09-25,7,D2,11444,SE
2021-09-25,8,D2,974,SE
2021-09-25,9,D2,126,SE
2021-09-25,10,D2,38,SE
2021-09-25,11,D2,3,SE
2021-09-25,2,D1,10,SE
2021-09-25,3,D1,30643,SE
2021-09-25,4,D1,-3629,SE
2021-09-25,5,D1,-14529,SE
2021-09-25,6,D1,-23446,SE
2021-09-25,7,D1,-9874,SE
2021-09-25,8,D1,-574,SE
2021-09-25,9,D1,31,SE
2021-09-25,10,D1,-5,SE
2021-09-25,11,D1,-1,SE
2021-10-02,2,Dcum,1,SE
2021-10-02,3,Dcum,2,SE
2021-10-02,4,Dcum,2726,SE
2021-10-02,5,Dcum,15263,SE
2021-10-02,6,Dcum,18450,SE
2021-10-02,7,Dcum,4121,SE
2021-10-02,8,Dcum,290,SE
2021-10-02,9,Dcum,46,SE
2021-10-02,10,Dcum,11,SE
2021-10-02,11,Dcum,1,SE
2021-10-02,2,D2cum,6,SE
2021-10-02,3,D2cum,156,SE
2021-10-02,4,D2cum,99433,SE
2021-10-02,5,D2cum,145043,SE
2021-10-02,6,D2cum,190641,SE
2021-10-02,7,D2cum,192456,SE
2021-10-02,8,D2cum,132036,SE
2021-10-02,9,D2cum,61532,SE
2021-10-02,10,D2cum,23806,SE
2021-10-02,11,D2cum,5940,SE
2021-10-02,2,D1cum,93,SE
2021-10-02,3,D1cum,123674,SE
2021-10-02,4,D1cum,290513,SE
2021-10-02,5,D1cum,179914,SE
2021-10-02,6,D1cum,99684,SE
2021-10-02,7,D1cum,47952,SE
2021-10-02,8,D1cum,17249,SE
2021-10-02,9,D1cum,7060,SE
2021-10-02,10,D1cum,3885,SE
2021-10-02,11,D1cum,822,SE
2021-10-02,2,D,0,SE
2021-10-02,3,D,0,SE
2021-10-02,4,D,0,SE
2021-10-02,5,D,0,SE
2021-10-02,6,D,0,SE
2021-10-02,7,D,0,SE
2021-10-02,8,D,0,SE
2021-10-02,9,D,0,SE
2021-10-02,10,D,0,SE
2021-10-02,11,D,0,SE
2021-10-02,2,D2,1,SE
2021-10-02,3,D2,36,SE
2021-10-02,4,D2,18049,SE
2021-10-02,5,D2,27471,SE
2021-10-02,6,D2,18306,SE
2021-10-02,7,D2,6687,SE
2021-10-02,8,D2,644,SE
2021-10-02,9,D2,101,SE
2021-10-02,10,D2,43,SE
2021-10-02,11,D2,7,SE
2021-10-02,2,D1,15,SE
2021-10-02,3,D1,37612,SE
2021-10-02,4,D1,-13941,SE
2021-10-02,5,D1,-25338,SE
2021-10-02,6,D1,-16790,SE
2021-10-02,7,D1,-5940,SE
2021-10-02,8,D1,-448,SE
2021-10-02,9,D1,-21,SE
2021-10-02,10,D1,-21,SE
2021-10-02,11,D1,-5,SE
2021-10-09,2,Dcum,1,SE
2021-10-09,3,Dcum,2,SE
2021-10-09,4,Dcum,2726,SE
2021-10-09,5,Dcum,15264,SE
2021-10-09,6,Dcum,18450,SE
2021-10-09,7,Dcum,4121,SE
2021-10-09,8,Dcum,290,SE
2021-10-09,9,Dcum,46,SE
2021-10-09,10,Dcum,11,SE
2021-10-09,11,Dcum,1,SE
2021-10-09,2,D2cum,6,SE
2021-10-09,3,D2cum,198,SE
2021-10-09,4,D2cum,109843,SE
2021-10-09,5,D2cum,172243,SE
2021-10-09,6,D2cum,206851,SE
2021-10-09,7,D2cum,196963,SE
2021-10-09,8,D2cum,132507,SE
2021-10-09,9,D2cum,61630,SE
2021-10-09,10,D2cum,23841,SE
2021-10-09,11,D2cum,5949,SE
2021-10-09,2,D1cum,116,SE
2021-10-09,3,D1cum,140697,SE
2021-10-09,4,D1cum,283095,SE
2021-10-09,5,D1cum,154632,SE
2021-10-09,6,D1cum,84795,SE
2021-10-09,7,D1cum,44074,SE
2021-10-09,8,D1cum,16952,SE
2021-10-09,9,D1cum,7013,SE
2021-10-09,10,D1cum,3874,SE
2021-10-09,11,D1cum,819,SE
2021-10-09,2,D,0,SE
2021-10-09,3,D,0,SE
2021-10-09,4,D,0,SE
2021-10-09,5,D,1,SE
2021-10-09,6,D,0,SE
2021-10-09,7,D,0,SE
2021-10-09,8,D,0,SE
2021-10-09,9,D,0,SE
2021-10-09,10,D,0,SE
2021-10-09,11,D,0,SE
2021-10-09,2,D2,0,SE
2021-10-09,3,D2,42,SE
2021-10-09,4,D2,10410,SE
2021-10-09,5,D2,27200,SE
2021-10-09,6,D2,16210,SE
2021-10-09,7,D2,4507,SE
2021-10-09,8,D2,471,SE
2021-10-09,9,D2,98,SE
2021-10-09,10,D2,35,SE
2021-10-09,11,D2,9,SE
2021-10-09,2,D1,23,SE
2021-10-09,3,D1,17023,SE
2021-10-09,4,D1,-7418,SE
2021-10-09,5,D1,-25282,SE
2021-10-09,6,D1,-14889,SE
2021-10-09,7,D1,-3878,SE
2021-10-09,8,D1,-297,SE
2021-10-09,9,D1,-47,SE
2021-10-09,10,D1,-11,SE
2021-10-09,11,D1,-3,SE
2021-10-16,2,Dcum,1,SE
2021-10-16,3,Dcum,2,SE
2021-10-16,4,Dcum,2726,SE
2021-10-16,5,Dcum,15264,SE
2021-10-16,6,Dcum,18450,SE
2021-10-16,7,Dcum,4121,SE
2021-10-16,8,Dcum,290,SE
2021-10-16,9,Dcum,46,SE
2021-10-16,10,Dcum,11,SE
2021-10-16,11,Dcum,1,SE
2021-10-16,2,D2cum,6,SE
2021-10-16,3,D2cum,250,SE
2021-10-16,4,D2cum,121564,SE
2021-10-16,5,D2cum,186796,SE
2021-10-16,6,D2cum,214687,SE
2021-10-16,7,D2cum,199447,SE
2021-10-16,8,D2cum,132876,SE
2021-10-16,9,D2cum,61740,SE
2021-10-16,10,D2cum,23872,SE
2021-10-16,11,D2cum,5950,SE
2021-10-16,2,D1cum,121,SE
2021-10-16,3,D1cum,144431,SE
